2023-02-05 22:08:12,745: INFO _welcome-362 Bot: my_first_bot [@Tel_first_bot]
2023-02-05 22:08:12,745: INFO start_polling-358 Start polling.
2023-02-05 22:08:17,987: INFO start_handler-23 user_id=5268341903 user_bot=False user_message='/start'
